messageId,sender,sentAt,payloadSize,deliveredAt,latencyMs
a31a886d-64f0-565d-a415-c6ebcde02826,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243172643,184.0,,
b224f334-3da7-520a-b9a9-148a6feb03dc,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243231458,184.0,,
92c66b77-0b22-516a-9c21-e5b4346315f0,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243291444,184.0,1785243291528.0,84.0
470c62b0-5dd3-5857-9159-718099fc7ff8,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243351436,184.0,,
0d857de8-0c74-5d75-b025-6d0fc26eeeba,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243411447,184.0,1785243411502.0,55.0
ce5b4481-bf9d-5a3f-a64b-7879a2086ffc,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243471450,184.0,1785243471526.0,76.0
c45cad20-748a-5049-abd6-bf36f8b2b1ff,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243531475,184.0,,
07e84dda-633d-5906-a9f6-6e0dcb19932e,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243591467,184.0,,
cb61101b-7ccf-557d-a4d1-5a7641e2c2bd,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243651454,184.0,1785243651525.0,71.0
ea03d26e-16f4-519f-b960-76b656e38c3f,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243711452,184.0,1785243711508.0,56.0
e4b6aa47-c7ed-5387-92fe-4e59319e797d,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243771432,184.0,1785243771537.0,105.0
76a0037b-872c-5a47-ba13-f47fa7bb5528,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243831462,184.0,1785243831523.0,61.0
7add20cc-9268-5842-ba8c-dbc07fc033b0,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243891457,184.0,1785243891505.0,48.0
cf7ea4b2-b413-5053-a5db-875be288fdb2,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785243951461,184.0,1785243951492.0,31.0
cf247f55-1800-5047-b17e-2a8708eaa0fe,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244011455,184.0,,
708b5ea0-a63d-57fe-8c7b-641d5dcd22f3,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244071443,184.0,,
3fae53ad-ca82-564d-8441-935deb04a831,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244131458,184.0,1785244131520.0,62.0
d81506c5-4240-5993-a0b5-276f50a9597d,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244191458,184.0,1785244191563.0,105.0
70cf7fe6-b2a3-5f72-9e9b-3ca47100a070,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244251443,184.0,1785244251504.0,61.0
25842b31-9dc0-5a3e-a009-201cb1f0c367,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244311455,184.0,,
d892435c-dca8-57f7-9c8f-cea2a52fa4fa,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244371443,184.0,1785244371517.0,74.0
6ee09b74-5b35-5e7d-ac53-f8a7468ba992,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244430452,184.0,1785244430558.0,106.0
b1d14b19-f633-5c66-937f-f873a88abc24,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244490476,184.0,1785244490588.0,112.0
e4debcb4-746f-537c-85ad-0eb4d2b9465c,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244550492,184.0,,
076a477c-f255-5983-b59a-379689e920f5,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244610457,184.0,1785244610510.0,53.0
cb3819e1-e049-5961-8576-b905a9604e78,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244670453,184.0,1785244670539.0,86.0
475cd4f1-fbdf-5de9-8589-9dd14b518605,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244730448,184.0,1785244730477.0,29.0
1a617707-1bb5-55b2-b67a-22eef2fc8e4e,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244790444,184.0,1785244790506.0,62.0
f5d7fc0d-6616-577f-9ccd-a61c44bed5e5,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244850440,184.0,,
370af288-1d73-568f-928e-49d8950c3134,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244910447,184.0,1785244910524.0,77.0
12e8f5e4-dfc4-5de0-bc4b-3698205d6869,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785244970440,184.0,1785244970508.0,68.0
1b73eee5-ed72-5a7e-a9ca-c41f50b5e30c,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245030456,184.0,,
6fcd3351-a8c2-53bf-8a0a-d89796e3ba7a,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245090451,184.0,,
fdb37531-89af-5132-926e-1421d2eca607,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245150479,184.0,1785245150548.0,69.0
3c985038-ba24-5c6d-966f-86c4ec10a01d,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245210471,184.0,1785245210578.0,107.0
b4d3df9b-1a53-5042-ad82-78f33e2730ab,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245270446,184.0,1785245270573.0,127.0
104358ee-3e7b-5011-8c92-fceb59e7f815,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245330441,184.0,1785245330548.0,107.0
44fb450e-3c97-5a84-bb06-7b7f3af61404,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245390453,184.0,,
4a5fd015-e260-5981-a5db-31ced85c2db9,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245450456,184.0,1785245450518.0,62.0
29513f39-134e-5dc2-b031-6483be541d2b,e593936399c4654a59ab60bed7ef6685af13190561e3ae27bced3814598a95a1,1785245510444,184.0,1785245510546.0,102.0
053aeef7-fa8a-58e1-b736-db04a0ca0d65,5295f04af78741cc385986cd8a4ca757178ef302fae4e64e45e1747bee198bca,1785243178018,184.0,,
df167a69-068b-5179-809a-19560fba5272,5295f04af78741cc385986cd8a4ca757178ef302fae4e64e45e1747bee198bca,1785243237037,184.0,1785243237116.0,79.0
