d,direction,label,t0,t1,rssi_n,advPerMin,advCoverage,rssi_adv_mean,rssi_adv_std,rssi_conn_mean,rssi_conn_std,discovered,connected,session,usable,drop
3.0,,d=3 home soak,1785248391988,1785248759280,671,101.8,0.964,-64.9,5.4,-60.7,4.6,152,0,4,3,0
