messageId,sender,sentAt,payloadSize,deliveredAt,latencyMs,appLatencyMs
5a2f4ac4-6e4c-5de3-9a87-f2b8215de5eb,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275915077,132.0,1785275915187,110,
3c16b20a-50a8-5415-bb6a-c4a54eb18152,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275915083,132.0,1785275915189,106,
93274a9a-f01e-5220-8382-03226c53c46e,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275916025,132.0,1785275916177,152,
46a5c521-a4c3-5357-8078-db33743568ff,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275916047,132.0,1785275916219,172,
8bae424b-a476-5e5b-923e-6340519f7d44,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275917033,132.0,1785275917156,123,
ffe3b074-b89c-5f68-b03e-5bcdd9beee4f,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275917083,132.0,1785275917162,79,
e02f408a-919a-511a-a026-c6fb6024817a,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275918030,132.0,1785275918153,123,
841f1c5b-522a-50e2-9115-10e80ef96a55,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275919063,132.0,1785275919098,35,
44e380bc-383f-5755-a99b-78ad530c66c0,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275919067,132.0,1785275919188,121,
81442fe9-17a3-5f5e-89af-21d9d4b8d4d5,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275920077,132.0,1785275920152,75,
494a2de4-d64f-5d5c-afe3-9c25356513fc,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275920083,132.0,1785275920155,72,
097375d9-a4c5-573d-83c9-3e14a3accbef,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275921039,132.0,1785275921179,140,
d9a84020-4088-5d01-9c70-1f530f6a261b,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275921070,132.0,1785275921257,187,
b57e1b4c-bac1-5fa1-b41f-1ced96b159ef,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275922033,132.0,1785275922156,123,
09598f6b-d6de-51f9-a7bf-18fc0da28af7,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275922084,132.0,1785275922159,75,
a317f17a-e6cf-5834-8d26-785aa65b9b8e,ba2af95fdb602b2c65447ef16252548f89a0a50445c70315bcb4f224500928c9,1785275923026,132.0,1785275923128,102,
