d,direction,trials,discovered_rate,connected_rate,session_rate,usable_rate,drop_rate,advCoverage_mean,rssi_adv_mean,delivery_rate,rtt_median_ms
3.0,,6,1.0,1.0,1.0,1.0,0.83,0.645,-66.4,0.992,83
