d,payloadB,lanes,direction,label,t0,t1,rssi_n,advPerMin,advCoverage,msg_sent,msg_delivered,delivery_rate,rtt_median_ms,rtt_p90_ms,applat_median_ms,active_s,msg_per_s,goodput_Bps,airB_per_msg,air_overhead,rssi_adv_mean,rssi_adv_std,rssi_conn_mean,rssi_conn_std,t_discovered_s,t_connected_s,t_session_s,t_usable_s,discovered,connected,session,usable,drop
,132,1,,lanes=1 t1,1785316066743,1785316161973,118,69.3,0.662,2811,2811,1.0,4367,12211,4428,48.1,58.39,7707.3,375.7,2.85,-53.6,3.0,-52.4,2.7,1.62,1.52,1.88,12.1,30,4,2,1,3
,132,1,,lanes=1 t2,1785316161973,1785316257184,105,61.1,0.662,2620,2537,0.968,14854,20169,14874,60.5,41.9,5531.2,416.1,3.15,-56.8,3.0,-55.6,2.3,2.64,2.55,2.84,4.84,28,4,2,1,3
,132,4,,lanes=4 t1,1785316257184,1785316352301,125,73.8,0.673,1906,1906,1.0,383,508,496,57.3,33.29,4394.2,448.6,3.4,-56.8,5.2,-59.1,5.7,1.5,1.39,1.74,3.55,29,4,2,1,3
,132,4,,lanes=4 t2,1785316352301,1785316447594,118,69.3,0.682,1442,1442,1.0,1332,2711,1452,45.9,31.39,4143.5,504.8,3.82,-58.4,3.4,-56.4,5.0,1.68,1.56,16.42,17.89,27,4,2,1,3
,132,16,,lanes=16 t1,1785316447594,1785316542761,100,58.6,0.809,3046,1591,0.522,27259,44160,7305,60.2,26.42,3487.8,725.9,5.5,-58.2,3.7,-56.6,5.1,3.13,3.05,3.34,5.36,17,4,2,1,1
,132,16,,lanes=16 t2,1785316542761,1785316637938,97,58.0,0.651,1238,1093,0.883,5573,8388,6058,38.7,28.24,3727.7,607.6,4.6,-59.2,4.8,-57.2,4.1,3.07,9.57,9.68,26.97,24,4,2,1,6
,132,64,,lanes=64 t1,1785316637938,1785316733150,118,71.2,0.693,2016,1673,0.83,10288,14560,12157,61.0,27.45,3623.2,543.7,4.12,-56.8,3.4,-58.6,4.2,2.07,1.96,2.2,8.72,21,4,2,1,3
,132,64,,lanes=64 t2,1785316733150,1785316793169,102,96.0,0.983,1551,1551,1.0,11787,13830,13695,55.4,27.98,3693.9,463.9,3.51,-56.2,3.7,-57.0,2.1,1.97,1.87,15.59,19.58,19,4,2,1,0
